,Country,City,Latitude,Longitude,elevation
3004,AGO,Uíge,-6.9516802,15.4799164,796
711,AGO,Cuanza Sul,-10.7707527,15.0975712,1209
1585,AGO,Luanda,-8.8272699,13.2439512,111
1595,AGO,Lunda Norte,-8.5088253,19.7538618,963
1596,AGO,Lunda Sul,-10.1473779,20.9907756,1108
1151,AGO,Huambo,-12.7772455,15.7346713,1640
3189,AGO,Zaire,-6.6925131,13.5293029,293
1650,AGO,Malanje,-9.535332,16.9364293,1089
1158,AGO,Huíla,-14.6957808,15.0976293,1382
2896,ALB,Tiranë,41.3281482,19.8184435,202
922,ALB,Fier,40.7251118,19.5582079,14
1000,ALB,Gjirokastër,40.0770871,20.1393359,694
1425,ALB,Korçë,40.6158967,20.7772187,1069
1447,ALB,Kukës,42.0768978,20.4163203,880
1536,ALB,Lezhë,41.7816638,19.6433538,328
825,ALB,Durrës,41.313255,19.4462348,29
2635,ALB,Shkodër,42.0681371,19.5121437,597
872,ALB,Elbasan,41.1126792,20.0820858,598
375,ALB,Berat,40.7018636,19.9580758,554
775,ALB,Dibër,41.622192,20.180816,956
3069,ALB,Vlorë,40.4707602,19.4912716,297
875,AND,Encamp,42.5360425,1.5836096,2298.5
527,AND,Canillo,42.5868092,1.6574431,2282
1488,AND,La Massana,42.5442014,1.5163754,1925
2561,AND,Sant Julia de Loria,42.4667169,1.4967329,1593
165,AND,Andorra la Vella,42.4979185,1.5032264,1667
888,AND,Escaldes-Engordany,42.486196,1.6037711,2220.5
2081,AND,Ordino,42.600955,1.5298388,2209.5
937,ARE,Fujairah,25.1244604,56.3355085,287
2328,ARE,Ras al-Khaimah,25.7737705,55.938232,210
83,ARE,Ajman,25.5091287,55.3619072,30
2979,ARE,Umm al-Quwain,25.6112488,55.6174631,38
2625,ARE,Sharjah,25.2311534,54.2190083,137
819,ARE,Dubai,25.0742823,55.1885387,75
42,ARE,Abu Dhabi,24.4538352,54.3774014,106
563,ARG,Catamarca,-27.1910825,-67.105374,3141
2577,ARG,Santiago del Estero,-27.6431016,-63.5408542,160
1260,ARG,Jujuy,-23.3161458,-65.7595288,3723
932,ARG,Formosa,-24.5955306,-60.4289718,111
666,ARG,Ciudad Autónoma de Buenos Aires,-34.6161231,-58.4356212,21.5
1494,ARG,La Roja,-34.5555773,-58.4652481,847
720,ARG,Córdoba,-31.4166867,-64.1834193,72
464,ARG,Buenos Aires,-34.6095579,-58.3887904,67
2421,ARG,Río Negro,-40.4811973,-67.6145911,428
2568,ARG,Santa Cruz,-48.5693327,-70.1606767,89
1739,ARG,Mendoza,-34.787093,-68.4381868,1019
2567,ARG,Santa Cruz,-48.5693327,-70.1606767,285
2566,ARG,Santa Cruz,-48.5693327,-70.1606767,345
2570,ARG,Santa Fe,-30.3154739,-61.1645076,62
1766,ARG,Misiones,-26.737224,-54.4315257,294
2544,ARG,San Luis,-33.2762202,-65.9515546,504
2542,ARG,San Juan,-30.7054363,-69.1988222,771.5
2541,ARG,San Juan,-30.7054363,-69.1988222,1974
2947,ARG,Tucumán,-26.5643582,-64.882397,466
719,ARG,Córdoba,-31.4166867,-64.1834193,206
1901,ARG,Neuquén,-38.3695057,-69.832275,989
1489,ARG,La Pampa,-37.2314643,-65.3972948,256
650,ARG,Chubut,-43.7128356,-68.7461817,558
698,ARG,Corrientes,-28.9956511,-57.812458,68
604,ARG,Chaco,-26.3829647,-60.8816092,102
2520,ARG,Salta,-25.1076701,-64.3494964,666
2891,ARG,Tierra del Fuego,-54.4071064,-67.8974895,117
975,ARM,Gegharkunik,40.3030726,45.375739,2066
3171,ARM,Yerevan,40.1777112,44.5126233,1062
1575,ARM,Lori,41.007271,44.4900113,1715
199,ARM,Ararat,40.0053589,44.7315157,1277
2632,ARM,Shirak,40.918594,43.8403536,2005.5
2856,ARM,Tavush,40.8275136,45.1847828,1398
210,ARM,Armavir,40.1556494,44.038797,893
1429,ARM,Kotayk,40.4033275,44.6959923,1981
196,ARM,Aragatsotn,40.3827655,44.114727,1827
3042,ARM,Vayots Dzor,39.8019849,45.4557591,2047.5
2784,ARM,Syunik,39.3281408,46.1530296,2068
186,ATA,Antarctica,-20.4992499,-54.6631943,
2461,ATG,Saint George,17.1218022,-61.78123,159
2460,ATG,Saint George,17.1218022,-61.78123,18
2462,ATG,Saint George,17.1218022,-61.78123,411
2487,ATG,Saint Mary,17.054815,-61.8602368,57
2469,ATG,Saint John,17.1184569,-61.8448509,22.5
2504,ATG,Saint Philip,17.066357,-61.7061957,47.5
2503,ATG,Saint Philip,17.066357,-61.7061957,26
324,ATG,Barbuda,17.6148748,-61.8543761,8
2500,ATG,Saint Peter,17.1070239,-61.7502143,265
2499,ATG,Saint Peter,17.1070239,-61.7502143,100
2498,ATG,Saint Peter,17.1070239,-61.7502143,23.5
2463,ATG,Saint George,17.1218022,-61.78123,81.5
2494,ATG,Saint Paul,17.0325831,-61.7706567,348.5
2493,ATG,Saint Paul,17.0325831,-61.7706567,46
2339,ATG,Redonda,17.0244844,-62.2936226,
2473,ATG,Saint John,17.1184569,-61.8448509,68
2472,ATG,Saint John,17.1184569,-61.8448509,202.5
2471,ATG,Saint John,17.1184569,-61.8448509,184
2470,ATG,Saint John,17.1184569,-61.8448509,191
2488,ATG,Saint Mary,17.054815,-61.8602368,180
2020,AUS,Northern Territory,-19.8516101,133.2303375,264
3124,AUS,Western Australia,-25.2303005,121.0187246,348
1910,AUS,New South Wales,-31.8759835,147.2869493,172
247,AUS,Australian Capital Territory,-35.4883502,149.0026942,835
2851,AUS,Tasmania,-42.035067,146.6366887,294
2102,AUS,Other Territories,,,112
3052,AUS,Victoria,-36.5986096,144.6780052,148
2303,AUS,Queensland,-22.1646782,144.5844903,207
2703,AUS,South Australia,-30.5343665,135.6301212,128
2522,AUT,Salzburg,47.7981346,13.0464806,1344
474,AUT,Burgenland,47.5000001,16.4166666,255
2898,AUT,Tirol,47.223193,11.5261028,1682
2754,AUT,Steiermark,47.2500001,15.1666665,938
3074,AUT,Vorarlberg,47.25,9.9166667,1292
1934,AUT,Niederösterreich,48.2817813,15.7632457,407
1474,AUT,Kärnten,46.7500001,13.8333333,1081
2047,AUT,Oberösterreich,48.25,14,530
3138,AUT,Wien,48.2083537,16.3725042,184
693,AZE,Contiguous Azerbaijan,,,294
1863,AZE,Nakhchivan Autonomous Republic,39.3194099,45.5190282,1224
1841,BDI,Mwaro,-3.4650043,29.6708508,1914.5
1924,BDI,Ngozi,-2.8776895,29.8994986,1612
998,BDI,Gitega,-3.4284953,29.9249718,1682
1643,BDI,Makamba,-4.1978315,29.8073996,1364
1343,BDI,Kayanza,-3.0214816,29.6458034,1781.5
1839,BDI,Muyinga,-2.7335985,30.3171441,1528
1331,BDI,Karuzi,-3.1255377,30.0978347,1583
465,BDI,Bujumbura Mairie,-3.3493959,29.3631843,796
461,BDI,Bubanza,-3.1154629,29.4013436,1136
2418,BDI,Ruyigi,-3.4573516,30.3488303,1508
2416,BDI,Rutana,-3.8618714,30.0676979,1493
2413,BDI,Rumonge,-3.8755076,29.4706207,1377
477,BDI,Bururi,-3.8581592,29.584379,1903
658,BDI,Cibitoke,-2.8477341,29.261662,1407
1401,BDI,Kirundo,-2.5606278,30.1651351,1433
466,BDI,Bujumbura Rural,-3.4759817,29.4535702,1614
1834,BDI,Muramvya,-3.2751181,29.6307855,1900
528,BDI,Cankuzo,-3.1450876,30.58987,1546
457,BEL,Brussels Hoofdstedelijk,50.8416804,4.3582377,64.5
3092,BEL,Wallonne Gewest,50.1545523,5.3992119,225
3067,BEL,Vlaams Gewest,51.0962462,4.1786291,21
674,BEN,Collines,8.1085479,2.1853101,194
1431,BEN,Kouffo,7.1312662,1.7567394,120
1788,BEN,Mono,6.457624,1.867408,19
3214,BEN,Zou,7.2834335,2.1227604,114
2109,BEN,Oueme,6.6013531,2.550566,7
133,BEN,Alibori,11.4649482,2.7938798,272
811,BEN,Donga,9.2679806,1.7170684,374
231,BEN,Atlanique,,,42
230,BEN,Atakora,10.7160515,1.5331527,331
2199,BEN,Plateau,7.1002602,2.6409144,369
431,BEN,Borgou,9.7097453,2.7422648,342
2198,BEN,Plateau,7.1002602,2.6409144,92
590,BFA,Centre,12.36732,-1.5430869,305
2200,BFA,Plateau Central,12.40414,-0.886416,303
596,BFA,Centre-Sud,11.5833646,-1.0556301,294
595,BFA,Centre-Ouest,11.9067933,-2.3044801,307
557,BFA,Cascades,10.3071812,-4.4351893,313
1108,BFA,Hauts-Bassins,11.3890275,-4.041365,336
594,BFA,Centre-Nord,13.23871,-1.0349832,312
436,BFA,Boucle du Mouhoun,12.4777805,-3.5879571,287
593,BFA,Centre-Est,11.734933,-0.2921056,265
1955,BFA,Nord,13.45911,-2.2496367,320
591,BFA,Centre,12.36732,-1.5430869,669
2765,BFA,Sud-Ouest,10.3869208,-3.2831886,305
896,BFA,Est,12.255555,1.0095764,269
2448,BFA,Sahel,14.0279165,-0.7717776,290
1843,BGD,Mymensingh,24.8889305,90.3845187,15
639,BGD,Chittagong,22.333778,91.8344348,28
770,BGD,Dhaka,23.7643863,90.3890144,9
329,BGD,Barisal,22.4934035,90.3548015,6
2323,BGD,Rajshani,,,17
1381,BGD,Khulna,22.8171664,89.563759,8
2325,BGD,Rangpur,25.6376135,89.0826381,35
2782,BGD,Sylhet,24.89922,91.8685271,12
2751,BGR,Stara Zagora,42.4248111,25.6257479,323
1324,BGR,Kardzhali,41.56876,25.3948569,478
2652,BGR,Silistra,43.9057061,27.0705496,130
2841,BGR,Targovishte,43.2530111,26.4141884,337
2681,BGR,Sofia City,42.654318,23.3331572,688.5
2680,BGR,Sofia,42.6977028,23.3217359,290
2679,BGR,Sofia,42.6977028,23.3217359,841
2675,BGR,Smolyan,41.624097,24.5913304,1219
2672,BGR,Sliven,42.64169,26.2634283,389
2636,BGR,Shumen,43.3088188,27.0197261,286.5
404,BGR,Blagoevgrad,41.750287,23.4873411,982
2415,BGR,Ruse,43.8480413,25.9542057,150
1579,BGR,Lovech,43.0444495,24.4910249,418
950,BGR,Gabrovo,42.9638895,25.2119538,468
3053,BGR,Vidin,43.9857242,22.8772194,245
3043,BGR,Veliko Tarnovo,43.0820584,25.6321312,194
473,BGR,Burgas,42.4936616,27.4721276,200
3035,BGR,Varna,43.2073873,27.9166653,182
3076,BGR,Vratsa,43.400307,23.716675,192
3163,BGR,Yambol,42.311889,26.5636852,184.5
804,BGR,Dobrich,43.6637775,27.9002123,202
2148,BGR,Pazardzhik,42.1486841,24.1531871,811
2204,BGR,Pleven,43.4809895,24.6060665,135
2206,BGR,Plovdiv,42.1418541,24.7499297,335
2168,BGR,Pernik,42.628442,22.8823119,852
1472,BGR,Kyustendil,42.3349428,22.8884116,879
2336,BGR,Razgrad,43.6394793,26.7022408,265
1099,BGR,Haskovo,41.763101,25.9256255,226
2734,BHR,Southern Governorate,25.8400069,50.5902693,14
2012,BHR,Northern Governorate,26.2778477,50.4181123,5
1829,BHR,Muharraq Governorate,26.4134661,50.6797287,0
545,BHR,Capital Governorate,26.4243233,50.4747251,4
2744,BHS,Spanish Wells,25.5402336,-76.9606233,0
1143,BHS,Hope Town,26.5407116,-76.9594379,1
2710,BHS,South Eleuthera,24.7310794,-76.2926928,9
1801,BHS,Moore's Island,26.266031,-77.6183426,2.5
1021,BHS,Grand Cay,27.1435,-78.2206942,0
1188,BHS,Inagua,21.2325,-73.3096213,5
1909,BHS,New Providence,25.1943588,-77.2953297,7
1665,BHS,Mangrove Cay,24.2188205,-77.7176145,4
1968,BHS,North Abaco,26.9383943,-77.6838221,5
1093,BHS,Harbour Island,25.5014209,-76.6307296,0
2701,BHS,South Andros,23.8985,-77.4565404,4
2549,BHS,San Salvador,24.032,-74.4900167,7
1969,BHS,North Andros,24.8875,-78.0811619,5
561,BHS,Cat Island,24.3385,-75.6149932,8
570,BHS,Central Abaco,26.5255105,-77.2838118,3
571,BHS,Central Andros,24.4343749,-77.7934077,4
576,BHS,Central Eleuthera,25.239,-76.3291621,13.5
2412,BHS,Rum Cay,23.8263065,-74.9326829,6
663,BHS,City of Freeport,26.535681,-78.6953623,9
2700,BHS,South Abaco,26.004,-77.3567072,7
706,BHS,Crooked Island,22.7486959,-74.2386163,4
387,BHS,Biminis,,,5
379,BHS,Berry Islands,25.5905,-77.7261006,3
1571,BHS,Long Island,23.303,-75.1058782,5
840,BHS,East Grand Bahama,26.6772229,-78.0134521,3
901,BHS,Exuma,23.9685,-76.1799049,5
1979,BHS,North Eleuthera,25.3776694,-76.7842655,7
402,BHS,Black Point,24.0962598,-76.4022591,4.5
1720,BHS,Mayaguana,22.5620931,-73.4024744,7
2322,BHS,Ragged Island,22.4765594,-75.8020934,3
3108,BHS,West Grand Bahama,26.744,-78.8788685,4
47,BHS,Acklins,22.4145,-74.0606831,3
917,BIH,Federation of Bosnia and Herzegovina,43.9167411,17.5482072,732
442,BIH,Br?ko District,,,
2372,BIH,Republika Srpska,44.6696196,17.3659025,554
1009,BLR,Gomel,52.4238936,31.0131698,135
449,BLR,Brest,52.093751,23.6851851,148
1762,BLR,Minsk,53.9024716,27.5618225,176
1033,BLR,Grodno,53.6834599,23.8342648,156
3066,BLR,Vitebsk,55.1930197,30.2070437,158
1763,BLR,Minsk City,53.9033378,27.5523854,211
1774,BLR,Mogilev,53.9090245,30.3429838,167
697,BLZ,Corozal,18.2276324,-88.2921257,9
2080,BLZ,Orange Walk,17.7831833,-88.8620283,35
2750,BLZ,Stann Creek,16.9666599,-88.2247368,126
566,BLZ,Cayo,16.9497896,-88.8940646,427
363,BLZ,Belize,17.1204943,-88.6859028,14
2911,BLZ,Toledo,16.1345572,-88.8219041,46
2127,BOL,Pando,,,185
654,BOL,Chuquisaca,,,1983
1490,BOL,La Paz,,,1784
1491,BOL,La Paz,,,1217
671,BOL,Cochabamba,,,2083
371,BOL,Beni,,,162
2842,BOL,Tarija,,,901
2090,BOL,Oruro,,,3773
2233,BOL,Potosí,,,3825
2563,BRA,Santa Catarina,-27.0628367,-51.114965,766
2905,BRA,Tocantins,-10.8855129,-48.3716912,271
2407,BRA,Roraima,2.135138,-61.3631922,128
2133,BRA,Para,-4.7493933,-52.8973006,197
894,BRA,Espirito Santo,-19.5687682,-40.1721991,193
2136,BRA,Parana,-24.4842187,-51.8148872,630
796,BRA,Distrito Federal,-15.7754462,-47.7970891,2470
2134,BRA,Paraiba,-7.1219366,-36.7246845,408
2564,BRA,Santa Catarina,-27.0628367,-51.114965,350
142,BRA,Amapa,1.3545442,-51.9161977,136
1713,BRA,Mato Grosso,-12.2115009,-55.5716547,320
568,BRA,Ceara,-5.3264703,-39.7156073,265
2614,BRA,Sergipe,-10.6743911,-37.3773519,158
2404,BRA,Rondonia,-10.943145,-62.8277863,181
1006,BRA,Goias,-15.9323662,-50.1392928,650
1714,BRA,Mato Grosso do Sul,-19.5852564,-54.4794731,339
49,BRA,Acre,-9.0478679,-70.5264976,241
124,BRA,Alagoas,-9.6611661,-36.6502426,194
2580,BRA,Sao Paulo,-23.5506507,-46.6333824,538
291,BRA,Bahia,-12.285251,-41.9294776,480
2167,BRA,Pernambuco,-8.4116316,-37.5919699,468
1682,BRA,Maranhao,-5.2085503,-45.3930262,179
2187,BRA,Piaui,-7.6992782,-42.5043787,357
795,BRA,Distrito Federal,-15.7754462,-47.7970891,1034
2383,BRA,Rio Granda do Norte,,,138
2384,BRA,Rio Grande do Sul,-29.8425284,-53.7680577,191
2386,BRA,Rio de Jeneiro,-19.8857968,-43.8563127,233
1760,BRA,Minas Gerais,-18.5264844,-44.1588654,745
2490,BRB,Saint Michael,13.1182985,-59.6015783,48
2453,BRB,Saint Andrew,13.2432904,-59.57317,374
2450,BRB,Saint Andrew,13.2432904,-59.57317,114
2451,BRB,Saint Andrew,13.2432904,-59.57317,226.5
2483,BRB,Saint Lucy,13.3024068,-59.6129445,40
2452,BRB,Saint Andrew,13.2432904,-59.57317,221
2506,BRB,Saint Thomas,13.177202,-59.5853833,245
2477,BRB,Saint Joseph,13.2038432,-59.5454281,399
2505,BRB,Saint Thomas,13.177202,-59.5853833,208
2467,BRB,Saint James,13.1863793,-59.625192,241
648,BRB,Christ Church,13.082618,-59.5374451,64
2466,BRB,Saint James,13.1863793,-59.625192,71
2476,BRB,Saint Joseph,13.2038432,-59.5454281,170
360,BRN,Belait,4.4349938,114.4946524,47
456,BRN,Brunei-Muara,4.9752098,114.9367663,23
2866,BRN,Temburong,4.629184,115.1634408,133
2956,BRN,Tutong,4.682681,114.6562706,43
470,BTN,Bumthang,27.7079132,90.7697435,3870
2273,BTN,Punakha,27.5842857,89.8593094,2486.5
2528,BTN,Samdrup Jongkhar,26.8751197,91.5511211,1039.5
2930,BTN,Trashiyangtse,27.720482,91.4154273,2869
1787,BTN,Mongar,27.2065089,91.0900363,1754.5
2939,BTN,Trongsa,27.5016134,90.5075946,2635
3093,BTN,Wangdue Phodrang,27.4883053,89.9006295,3238
2531,BTN,Samtse,27.0352532,89.0147344,1464
2138,BTN,Paro,27.4646365,89.3183409,3603
2945,BTN,Tsirang,27.0059066,90.1577794,1332
1077,BTN,Haa,27.3596658,89.2357556,3322
967,BTN,Gasa,27.9190875,89.7875318,4670
1538,BTN,Lhuntse,27.7287448,91.1363624,3160
2155,BTN,Pemagatshel,27.0030415,91.3677054,1270
2586,BTN,Sarpang,26.9863897,90.3800673,789
3207,BTN,Zhemgang,27.0821148,90.8408984,1439
2929,BTN,Trashigang,27.3312843,91.5520668,2544
2880,BTN,Thimpu,27.4713546,89.6336729,3396
728,BTN,Dagana,27.0711389,89.820104,1956
651,BTN,Chukha,26.943123,89.3770528,1816
1364,BWA,Kgalagadi District,-24.8490576,21.7883349,1059
641,BWA,Chobe District,-18.3915085,24.7067518,995
2001,BWA,North-West District,-19.3893529,23.267951,964
1365,BWA,Kgatleng District,-24.134085,26.4177246,951
1465,BWA,Kweneng District,-23.9028101,24.9214122,1104
574,BWA,Central District,-21.4790187,26.2154174,971
1999,BWA,North-East District,-21.0244816,27.5147504,1049
2733,BWA,Southern District,-24.7998688,24.5800692,322
984,BWA,Ghanzi District,-22.145794,22.7610828,1062
2727,BWA,South-East District,-24.6563846,26.0575429,1090
2732,BWA,Southern District,-24.7998688,24.5800692,1129
575,BWA,Central District,-21.4790187,26.2154174,49
3018,CAF,Vakaga,9.8250502,22.376363,505
2110,CAF,Ouham,7.1314008,17.7041361,486
2106,CAF,Ouaka,6.3110548,20.5447525,548
1655,CAF,Mambéré-Kadéï,4.5662762,15.8671403,618
2073,CAF,Ombella-M'Poko,5.0726761,18.1717789,589
2111,CAF,Ouham-Pendé,6.7057282,16.1443202,752
337,CAF,Basse-Kotto,5.1283201,21.3883825,517
1879,CAF,Nana-Grébizi,7.5048007,19.1923579,463
1105,CAF,Haut-Mbomou,6.3497929,25.6508738,672
1476,CAF,Kémo,5.9480074,19.2158871,497
317,CAF,Bangui,4.3635118,18.5835913,396
1727,CAF,Mbomou,5.5230899,23.4445705,594
312,CAF,Bamingui-Bangoran,8.698547,20.5281149,451
2556,CAF,Sangha-Mbaéré,3.6754895,16.3246915,544
1562,CAF,Lobaye,4.1034548,17.5653592,515
1107,CAF,Haute-Kotto,7.3625645,22.9271411,712
1880,CAF,Nana-Mambéré,5.2231625,15.3517922,822
2587,CAN,Saskatchewan,55.5321257,-106.141224,570
3177,CAN,Yukon,63.000147,-136.002502,
127,CAN,Alberta,55.001251,-115.002136,854
1914,CAN,Newfoundland and Labrador,53.8217327,-61.2295532,374
1672,CAN,Manitoba,55.001251,-97.001038,256
2077,CAN,Ontario,50.000678,-86.000977,277
2036,CAN,Nunavut,65.0377727,-92.5540791,12
1904,CAN,New Brunswick,46.500283,-66.750183,109
2245,CAN,Prince Edward Island,46.3355508,-63.1466676,28
2022,CAN,Northwest Territories,65.0000004,-118,
453,CAN,British Columbia,55.001251,-125.002441,1100
2302,CAN,Quebec,52.4760892,-71.8258668,385
2027,CAN,Nova Scotia,45.1960403,-63.1653789,95
2686,CHE,Solothurn,47.31874,7.6698284,563
2881,CHE,Thurgau,47.5859649,9.1428769,479
2990,CHE,Uri,46.7864413,8.6420159,1950
1900,CHE,Neuchâtel,46.9895828,6.9292641,1017
3218,CHE,Zürich,47.3744489,8.5410422,505
3215,CHE,Zug,47.1486137,8.5539378,577
378,CHE,Bern,46.9484742,7.4521749,950
3039,CHE,Vaud,46.6356963,6.5320717,689
2748,CHE,St. Gallen,47.425618,9.3762397,815.5
978,CHE,Genève,46.2017559,6.1466014,425
1600,CHE,Luzern,47.0505452,8.3054682,676
333,CHE,Basel-Landschaft,47.5092938,7.6588333,494
2890,CHE,Ticino,46.3351913,8.7525902,1408
2049,CHE,Obwalden,46.8613857,8.2067825,1363.5
191,CHE,Appenzell Innerrhoden,47.3007262,9.3991527,989
39,CHE,Aargau,47.412396,8.1948321,456
190,CHE,Appenzell Ausserrhoden,47.3960076,9.3705839,907
334,CHE,Basel-Stadt,47.5579097,7.5927728,274
2604,CHE,Schwyz,47.0571976,8.7222073,1040
3020,CHE,Valais,46.2303063,7.6605757,2222
1262,CHE,Jura,47.3566699,7.1598893,631.5
1002,CHE,Glarus,46.9796562,9.108812,1500
2601,CHE,Schaffhausen,47.6960491,8.634513,532
1029,CHE,Graubünden,46.6960615,9.6027351,2107
1932,CHE,Nidwalden,46.942756,8.4119773,819
935,CHE,Fribourg,46.6789116,7.1027113,751
2361,CHL,RegiÃ³n de ValparaÃ­so,,,774
2360,CHL,RegiÃ³n de TarapacÃ¡,,,1696
2354,CHL,RegiÃ³n de AysÃ©n del Gral.IbaÃ±ez del Campo,,,637
2362,CHL,RegiÃ³n de Ãuble,,,274
2363,CHL,RegiÃ³n del BÃ­o-BÃ­o,,,301
2364,CHL,RegiÃ³n del Libertador Bernardo O'Higgins,,,448
2365,CHL,RegiÃ³n del Maule,,,387
2359,CHL,RegiÃ³n de Magallanes y AntÃ¡rtica Chilena,,,252
2358,CHL,RegiÃ³n de Los RÃ­os,,,284
2357,CHL,RegiÃ³n de Los Lagos,,,238
2356,CHL,RegiÃ³n de La AraucanÃ­a,,,385
2355,CHL,RegiÃ³n de Coquimbo,,,1270
2352,CHL,RegiÃ³n de Arica y Parinacota,,,3664.5
2351,CHL,RegiÃ³n de Antofagasta,,,2391
2353,CHL,RegiÃ³n de Atacama,,,2260
2350,CHL,RegiÃ³n Metropolitana de Santiago,,,1026.5
3179,CHN,Yunnan Province,25,102,1835
2619,CHN,Shaanxi Province,35.5895959,109.3013107,1121
1119,CHN,Henan Province,34.0000001,113.9999999,99
3206,CHN,Zhejiang Province,29.8673986,121.5363952,202
1195,CHN,Inner Mongolia Autonomous Region,43.2443242,114.3251664,1031
1942,CHN,Ningxia Ningxia Hui Autonomous Region,37.6368583,105.346573,1461
2623,CHN,Shanghai Municipality,31.2312707,121.4700152,4
2624,CHN,Shanxi Province,37,112,1172
938,CHN,Fujian Province,26.193218,118.2208721,471
1116,CHN,Heilongjiang Province,48.4919244,127.5737708,274
2293,CHN,Qinghai Province,36,96,4271
1115,CHN,Hebei Province,39.0000001,116,370
1156,CHN,Hunan Province,27.6662087,111.7487063,261
646,CHN,Chongqing Municipality,29.5765772,106.5285089,625
2886,CHN,Tianjin Municipality,40.0344509,115.6051676,5
2889,CHN,Tibet Autonomous Region,31.6692025,87.473225,4937
1617,CHN,Macau Special Administrative Region,22.1757605,113.5514142,4
356,CHN,Beijing Municipality,40.190632,116.412144,225
964,CHN,Gansu Province,38.0000001,101.9999999,1832
2622,CHN,Shandong Province,36.398987,118.5055691,45
1253,CHN,Jilin Province,43.7289674,126.1997366,301
1083,CHN,Hainan Province,19.2000001,109.5999999,110
1040,CHN,Guangxi Zhuang Autonomous Region,24,109,305
1041,CHN,Guangzhou Province,23.1301964,113.2592945,168
1247,CHN,Jiangxi Province,28,116,178
172,CHN,Anhui Province,32,117,35
1539,CHN,Liaoning Province,41.2374106,122.9955469,189
1153,CHN,Hubei Province,39.0000001,116,181
1142,CHN,Hong Kong Special Administrative Region,22.350627,114.1849161,90
1246,CHN,Jiangsu Province,33.0000001,119.9999999,5
2641,CHN,Sichuan Province,30.5000001,102.4999999,2902
3155,CHN,Xinjiang Uyghur Autonomous Region,42.4804953,85.4633464,1220
1051,CHN,Guizhou Province,27,107,1039
685,CIV,Comoe,6.0762474,-3.3082115,134
1005,CIV,Goh-Djiboua,5.9536464,-5.6069906,195
1793,CIV,Montagnes,6.9418251,-7.6541621,280
784,CIV,District Autonome De Yamoussoukro,6.869145,-5.2823277,196
783,CIV,District Autonome D'Abidjan,5.4091179,-4.0422099,39
2588,CIV,Sassandra-Marahoue,7.0551607,-6.336856,244
3024,CIV,Valle Du Bandama,7.6794136,-5.0910803,275
2594,CIV,Savanes,9.5652587,-5.5594265,349
1508,CIV,Lagunes,5.8451583,-4.2931136,79
3198,CIV,Zanzan,8.6702847,-3.3447445,285
752,CIV,Denguele,9.6380415,-7.3900097,423
1501,CIV,Lacs,7.0523847,-4.4419131,172
331,CIV,Bas-Sassandra,5.3523063,-6.6766897,126
3142,CIV,Woroba,8.3713178,-6.7463262,353
53,CMR,Adamaoua,6.8496708,13.2163222,978
1967,CMR,North,8.7712794,13.7803627,422
835,CMR,East,3.9894393,14.178373,660
836,CMR,East,3.9894393,14.178373,800
3102,CMR,West,5.5356382,10.5828826,1066.5
2000,CMR,North-West,5.9522187,10.1673248,1118
1561,CMR,Littoral,4.203033,10.0563057,184
1560,CMR,Littoral,4.203033,10.0563057,4
